section,quantity,parameter,output,value,unit,tag,note
assay_campaign,ceiling_over_cost_ratio_high,ore_all_four,npv_musd,8.13209258648095,ratio,COMPUTED,"information ceiling divided by campaign cost; cover ratio, not a return on investment"
assay_campaign,campaign_pct_of_ceiling_low,ore_all_four,npv_musd,12.296957878497743,percent,COMPUTED,campaign cost as a percentage of the information ceiling
assay_campaign,campaign_pct_of_ceiling_high,ore_all_four,npv_musd,18.445436817746614,percent,COMPUTED,campaign cost as a percentage of the information ceiling
falsification,overall_yield_at_zero_npv,overall_yield,npv_musd,0.5384505462304604,fraction,COMPUTED,"root of plant_npv in combined mass yield, all other parameters at their triangular mode; both mass yields scaled by a common factor"
falsification,implied_mass_yield_leach_at_zero_npv,mass_yield_leach,npv_musd,0.763409151366825,fraction,COMPUTED,BELOW the ASSUMED band low end of 0.8
falsification,implied_mass_yield_flot_at_zero_npv,mass_yield_flot,npv_musd,0.7053236724584796,fraction,COMPUTED,"INSIDE the ASSUMED band, low end 0.7; this yield alone does NOT require leaving its band"
falsification,npv_at_mc_overall_yield_p10,overall_yield,npv_musd,10.57421968727094,MUSD,COMPUTED,"NPV when overall yield is set to its Monte Carlo P10 of 0.6604 and all else sits at its mode; this is NOT the NPV P10, which is a joint outcome"
falsification,price_at_zero_npv,price,npv_musd,2466.0039552086605,USD/t,COMPUTED,"root of plant_npv in this parameter alone, all others at their triangular mode; BELOW the ASSUMED band (2800.0 to 5200.0): this parameter alone cannot drive NPV negative inside its own band"
falsification,capex_musd_at_zero_npv,capex_musd,npv_musd,62.43510611543912,MUSD,COMPUTED,"root of plant_npv in this parameter alone, all others at their triangular mode; ABOVE the ASSUMED band (25.0 to 60.0): this parameter alone cannot drive NPV negative inside its own band"
falsification,discount_rate_at_zero_npv,discount_rate,npv_musd,0.22453034361732266,fraction,COMPUTED,"root of plant_npv in this parameter alone, all others at their triangular mode; ABOVE the ASSUMED band (0.1 to 0.2): this parameter alone cannot drive NPV negative inside its own band"
falsification,combined_mass_yield_total_order_sobol,mass_yield_flot+mass_yield_leach,npv_musd,0.11423101076697799,index,COMPUTED,why a yield percentile does not map to an NPV percentile: the two mass yields together carry only this share of NPV variance
